Exposure started time stamp,Exposure ended time stamp,Wavelength,Intensity
N/A,N/A,483.82410961048748,629.3125
N/A,N/A,484.25203759581041,630.2874755859375
N/A,N/A,484.67995713796529,629.7874755859375
N/A,N/A,485.10786823118491,630.4124755859375
N/A,N/A,485.53577086970205,628.8125
N/A,N/A,485.9636650477517,629.3499755859375
N/A,N/A,486.39155075956694,630.25
N/A,N/A,486.81942799938207,629.7750244140625
N/A,N/A,487.24729676143204,629.4124755859375
N/A,N/A,487.67515703995178,630.0374755859375
N/A,N/A,488.1030088291775,628.70001220703125
N/A,N/A,488.53085212334372,629.9625244140625
N/A,N/A,488.95868691668659,628.7874755859375
N/A,N/A,489.386513203444,629.7750244140625
N/A,N/A,489.814330977851,628.9375
N/A,N/A,490.24214023414544,628.6624755859375
N/A,N/A,490.66994096656458,628.63751220703125
N/A,N/A,491.09773316934633,629.0625
N/A,N/A,491.52551683672868,629.61248779296875
N/A,N/A,491.95329196295029,628.6500244140625
N/A,N/A,492.38105854224949,628.5875244140625
N/A,N/A,492.8088165688664,628.6875
N/A,N/A,493.23656603703932,628.54998779296875
N/A,N/A,493.66430694100887,629.17498779296875
N/A,N/A,494.09203927501477,629
N/A,N/A,494.519763033298,629.32501220703125
N/A,N/A,494.94747821009895,628.88751220703125
N/A,N/A,495.37518479965945,628.8375244140625
N/A,N/A,495.80288279622022,629.25
N/A,N/A,496.23057219402375,629.70001220703125
N/A,N/A,496.65825298731244,628.17498779296875
N/A,N/A,497.08592517032821,629.32501220703125
N/A,N/A,497.513588737315,629.48748779296875
N/A,N/A,497.94124368251522,629.17498779296875
N/A,N/A,498.368890000173,629.1875
N/A,N/A,498.7965276845315,630.1624755859375
N/A,N/A,499.22415672983652,628.67498779296875
N/A,N/A,499.65177713033142,628.3125
N/A,N/A,500.0793888802624,627.6500244140625
N/A,N/A,500.50699197387365,626.73748779296875
N/A,N/A,500.93458640541155,628.0374755859375
N/A,N/A,501.36217216912235,628.875
N/A,N/A,501.78974925925235,629.5250244140625
N/A,N/A,502.21731767004803,628.51251220703125
N/A,N/A,502.64487739575668,628.01251220703125
N/A,N/A,503.07242843062653,629.11248779296875
N/A,N/A,503.4999707689044,627.61248779296875
N/A,N/A,503.927504404839,629.07501220703125
N/A,N/A,504.35502933267895,628.4000244140625
N/A,N/A,504.78254554667296,628.67498779296875
N/A,N/A,505.21005304107047,628.9124755859375
N/A,N/A,505.63755181012124,628.5999755859375
N/A,N/A,506.06504184807426,629.3375244140625
N/A,N/A,506.4925231491813,628.5250244140625
N/A,N/A,506.91999570769235,629.32501220703125
N/A,N/A,507.34745951785845,628.38751220703125
N/A,N/A,507.77491457393114,628.4124755859375
N/A,N/A,508.20236087016173,629.2750244140625
N/A,N/A,508.62979840080334,629.4124755859375
N/A,N/A,509.05722716010757,628.9124755859375
N/A,N/A,509.48464714232756,628.26251220703125
N/A,N/A,509.91205834171643,628.6624755859375
N/A,N/A,510.3394607525284,628.45001220703125
N/A,N/A,510.76685436901619,629.86248779296875
N/A,N/A,511.19423918543447,628.375
N/A,N/A,511.62161519603848,628.8125
N/A,N/A,512.04898239508327,628.2874755859375
N/A,N/A,512.47634077682289,629.0374755859375
N/A,N/A,512.90369033551485,628.0625
N/A,N/A,513.33103106541341,629.0250244140625
N/A,N/A,513.75836296077671,630.1624755859375
N/A,N/A,514.18568601586037,628.9000244140625
N/A,N/A,514.61300022492242,628.4124755859375
N/A,N/A,515.0403055822195,628.11248779296875
N/A,N/A,515.46760208201,629.5250244140625
N/A,N/A,515.89488971855224,628.7249755859375
N/A,N/A,516.32216848610528,628.63751220703125
N/A,N/A,516.74943837892692,629.48748779296875
N/A,N/A,517.17669939127779,630.17498779296875
N/A,N/A,517.60395151741659,629.29998779296875
N/A,N/A,518.03119475160406,628.8499755859375
N/A,N/A,518.45842908810039,627.67498779296875
N/A,N/A,518.88565452116654,628.92498779296875
N/A,N/A,519.31287104506339,629.2874755859375
N/A,N/A,519.74007865405292,628.6624755859375
N/A,N/A,520.16727734239748,629.38751220703125
N/A,N/A,520.59446710435793,628.5999755859375
N/A,N/A,521.02164793419854,628.01251220703125
N/A,N/A,521.448819826181,629.0875244140625
N/A,N/A,521.87598277456971,629.51251220703125
N/A,N/A,522.3031367736279,628.7750244140625
N/A,N/A,522.73028181762015,628.8375244140625
N/A,N/A,523.15741790081029,630.2750244140625
N/A,N/A,523.58454501746371,628.86248779296875
N/A,N/A,524.0116631618456,628.6624755859375
N/A,N/A,524.43877232822183,627.17498779296875
N/A,N/A,524.86587251085791,629.88751220703125
N/A,N/A,525.29296370402085,628.95001220703125
N/A,N/A,525.72004590197662,629.2249755859375
N/A,N/A,526.147119098993,629.6875
N/A,N/A,526.574183289337,628.2874755859375
N/A,N/A,527.001238467277,629.20001220703125
N/A,N/A,527.42828462708064,627.42498779296875
N/A,N/A,527.85532176301706,628.51251220703125
N/A,N/A,528.2823498693549,627.45001220703125
N/A,N/A,528.709368940364,627.8375244140625
N/A,N/A,529.13637897031367,628.88751220703125
N/A,N/A,529.56337995347451,629.32501220703125
N/A,N/A,529.99037188411626,628.38751220703125
N/A,N/A,530.41735475651058,629.29998779296875
N/A,N/A,530.84432856492856,628.23748779296875
N/A,N/A,531.27129330364164,628.07501220703125
N/A,N/A,531.69824896692126,629
N/A,N/A,532.125195549041,628.7249755859375
N/A,N/A,532.55213304427286,629.48748779296875
N/A,N/A,532.97906144689023,629.76251220703125
N/A,N/A,533.40598075116668,629.4625244140625
N/A,N/A,533.832890951376,629.4375
N/A,N/A,534.25979204179282,628.8499755859375
N/A,N/A,534.68668401669129,628.9000244140625
N/A,N/A,535.113566870347,629.7249755859375
N/A,N/A,535.54044059703506,629.0625
N/A,N/A,535.96730519103119,628.32501220703125
N/A,N/A,536.394160646612,627.9749755859375
N/A,N/A,536.82100695805366,629
N/A,N/A,537.24784411963344,629.17498779296875
N/A,N/A,537.67467212562838,629.29998779296875
N/A,N/A,538.10149097031638,629.38751220703125
N/A,N/A,538.52830064797615,630.875
N/A,N/A,538.95510115288516,629.4000244140625
N/A,N/A,539.38189247932337,628.0625
N/A,N/A,539.80867462156914,629.13751220703125
N/A,N/A,540.23544757390243,629.8125
N/A,N/A,540.66221133060333,630
N/A,N/A,541.08896588595269,629.1624755859375
N/A,N/A,541.51571123423093,629.76251220703125
N/A,N/A,541.94244736971882,628.17498779296875
N/A,N/A,542.36917428669915,629.3125
N/A,N/A,542.7958919794529,629.3499755859375
N/A,N/A,543.22260044226289,628.95001220703125
N/A,N/A,543.64929966941168,629.51251220703125
N/A,N/A,544.07598965518241,630.13751220703125
N/A,N/A,544.502670393859,628.9375
N/A,N/A,544.92934187972526,630.6624755859375
N/A,N/A,545.35600410706525,628.7249755859375
N/A,N/A,545.78265707016408,630.4625244140625
N/A,N/A,546.20930076330626,630.23748779296875
N/A,N/A,546.63593518077778,628.8375244140625
N/A,N/A,547.06256031686485,629.1500244140625
N/A,N/A,547.48917616585288,630.07501220703125
N/A,N/A,547.91578272202935,629.4000244140625
N/A,N/A,548.34237997968091,630.9749755859375
N/A,N/A,548.76896793309538,629.42498779296875
N/A,N/A,549.1955465765601,630.82501220703125
N/A,N/A,549.62211590436391,629.9625244140625
N/A,N/A,550.04867591079517,630.23748779296875
N/A,N/A,550.47522659014282,629.1875
N/A,N/A,550.90176793669684,630.5625
N/A,N/A,551.32829994474628,629.7750244140625
N/A,N/A,551.75482260858189,630.32501220703125
N/A,N/A,552.18133592249444,629.57501220703125
N/A,N/A,552.60783988077435,629.8375244140625
N/A,N/A,553.03433447771408,630.11248779296875
N/A,N/A,553.46081970760406,630.75
N/A,N/A,553.88729556473788,630.32501220703125
N/A,N/A,554.31376204340768,630.2750244140625
N/A,N/A,554.74021913790625,629.36248779296875
N/A,N/A,555.16666684252664,630.1875
N/A,N/A,555.59310515156392,629.0625
N/A,N/A,556.019534059311,630.3125
N/A,N/A,556.4459535600638,629.6624755859375
N/A,N/A,556.87236364811622,629.4749755859375
N/A,N/A,557.298764317764,628.4749755859375
N/A,N/A,557.72515556330336,630.5999755859375
N/A,N/A,558.15153737903063,629.32501220703125
N/A,N/A,558.57790975924172,630.125
N/A,N/A,559.004272698234,629.9000244140625
N/A,N/A,559.43062619030525,631.125
N/A,N/A,559.856970229753,630.0999755859375
N/A,N/A,560.28330481087539,631.73748779296875
N/A,N/A,560.70962992797126,630.29998779296875
N/A,N/A,561.13594557534,630.92498779296875
N/A,N/A,561.56225174728036,630.1624755859375
N/A,N/A,561.98854843809272,630.2874755859375
N/A,N/A,562.41483564207738,630.0875244140625
N/A,N/A,562.841113353535,630.7249755859375
N/A,N/A,563.26738156676629,628.9000244140625
N/A,N/A,563.69364027607287,630.01251220703125
N/A,N/A,564.11988947575708,629.2874755859375
N/A,N/A,564.546129160121,629.86248779296875
N/A,N/A,564.97235932346723,629.7750244140625
N/A,N/A,565.39857996009914,631.6624755859375
N/A,N/A,565.82479106431992,631.0374755859375
N/A,N/A,566.25099263043421,629.2125244140625
N/A,N/A,566.67718465274561,630.2750244140625
N/A,N/A,567.1033671255592,630.2249755859375
N/A,N/A,567.52954004317974,629.01251220703125
N/A,N/A,567.95570339991355,629.36248779296875
N/A,N/A,568.3818571900664,630.75
N/A,N/A,568.80800140794486,629.57501220703125
N/A,N/A,569.23413604785515,629.0374755859375
N/A,N/A,569.660261104105,630.36248779296875
N/A,N/A,570.08637657100178,629.42498779296875
N/A,N/A,570.51248244285387,630.11248779296875
N/A,N/A,570.93857871396983,630.25
N/A,N/A,571.36466537865829,629.9625244140625
N/A,N/A,571.79074243122852,629.88751220703125
N/A,N/A,572.21680986599085,630.0250244140625
N/A,N/A,572.64286767725434,630.0999755859375
N/A,N/A,573.06891585933022,631.2125244140625
N/A,N/A,573.49495440652936,629.8125
N/A,N/A,573.92098331316345,630.4124755859375
N/A,N/A,574.34700257354382,630.4375
N/A,N/A,574.77301218198272,629.98748779296875
N/A,N/A,575.19901213279365,629.25
N/A,N/A,575.62500242028841,630.20001220703125
N/A,N/A,576.05098303878094,629.2125244140625
N/A,N/A,576.47695398258543,630.11248779296875
N/A,N/A,576.90291524601628,630.4749755859375
N/A,N/A,577.32886682338744,631.04998779296875
N/A,N/A,577.75480870901526,630.3375244140625
N/A,N/A,578.18074089721392,630.375
N/A,N/A,578.60666338230067,628.70001220703125
N/A,N/A,579.03257615859127,630.4000244140625
N/A,N/A,579.45847922040275,630.2125244140625
N/A,N/A,579.88437256205248,629.9625244140625
N/A,N/A,580.3102561778577,630.20001220703125
N/A,N/A,580.73613006213645,631.07501220703125
N/A,N/A,581.16199420920793,631.01251220703125
N/A,N/A,581.58784861339109,631.2125244140625
N/A,N/A,582.01369326900453,630.875
N/A,N/A,582.43952817036836,632.20001220703125
N/A,N/A,582.86535331180335,630.57501220703125
N/A,N/A,583.29116868762969,630.5875244140625
N/A,N/A,583.71697429216817,630.5625
N/A,N/A,584.142770119741,631.4625244140625
N/A,N/A,584.5685561646693,631.4375
N/A,N/A,584.99433242127589,630.625
N/A,N/A,585.420098883884,629.0250244140625
N/A,N/A,585.84585554681564,631.1624755859375
N/A,N/A,586.27160240439571,631.4000244140625
N/A,N/A,586.69733945094742,632.36248779296875
N/A,N/A,587.12306668079509,630.42498779296875
N/A,N/A,587.54878408826471,631.0374755859375
N/A,N/A,587.9744916676807,632.0374755859375
N/A,N/A,588.40018941336871,630.4375
N/A,N/A,588.82587731965612,632.11248779296875
N/A,N/A,589.25155538086824,632.2874755859375
N/A,N/A,589.67722359133313,633.61248779296875
N/A,N/A,590.10288194537725,633.54998779296875
N/A,N/A,590.52853043732944,634.6875
N/A,N/A,590.954169061518,634.88751220703125
N/A,N/A,591.37979781227114,637.3125
N/A,N/A,591.80541668391822,636.95001220703125
N/A,N/A,592.231025670789,637.0999755859375
N/A,N/A,592.65662476721388,638.0374755859375
N/A,N/A,593.082213967523,638.38751220703125
N/A,N/A,593.50779326604788,640.76251220703125
N/A,N/A,593.933362657119,640.9124755859375
N/A,N/A,594.35892213506838,641.1875
N/A,N/A,594.784471694229,644.29998779296875
N/A,N/A,595.21001132893309,644.1500244140625
N/A,N/A,595.63554103351385,645.2874755859375
N/A,N/A,596.06106080230427,646.29998779296875
N/A,N/A,596.48657062963923,646.9000244140625
N/A,N/A,596.912070509853,648.0250244140625
N/A,N/A,597.33756043728033,650
N/A,N/A,597.76304040625621,650.8375244140625
N/A,N/A,598.18851041111623,653.4749755859375
N/A,N/A,598.61397044619753,652.9124755859375
N/A,N/A,599.03942050583623,655.61248779296875
N/A,N/A,599.46486058436892,656.26251220703125
N/A,N/A,599.89029067613387,659.875
N/A,N/A,600.315710775469,660.5250244140625
N/A,N/A,600.74112087671142,660.6624755859375
N/A,N/A,601.1665209742016,662.5875244140625
N/A,N/A,601.59191106227843,665.98748779296875
N/A,N/A,602.01729113528131,668.8375244140625
N/A,N/A,602.44266118755,668.79998779296875
N/A,N/A,602.86802121342555,672.26251220703125
N/A,N/A,603.29337120724892,674.5625
N/A,N/A,603.71871116336206,677.2874755859375
N/A,N/A,604.14404107610562,678.5
N/A,N/A,604.56936093982358,680.8499755859375
N/A,N/A,604.99467074885774,682.4749755859375
N/A,N/A,605.41997049755128,688.0875244140625
N/A,N/A,605.84526018024894,687.92498779296875
N/A,N/A,606.27053979129346,688.5374755859375
N/A,N/A,606.69580932503,692.625
N/A,N/A,607.12106877580447,694.29998779296875
N/A,N/A,607.54631813796072,695.17498779296875
N/A,N/A,607.971557405846,699.23748779296875
N/A,N/A,608.396786573806,701.23748779296875
N/A,N/A,608.82200563618778,703.45001220703125
N/A,N/A,609.24721458733882,705.54998779296875
N/A,N/A,609.67241342160628,708.79998779296875
N/A,N/A,610.09760213333857,713.0625
N/A,N/A,610.52278071688454,713.20001220703125
N/A,N/A,610.94794916659293,718.17498779296875
N/A,N/A,611.373107476814,720.70001220703125
N/A,N/A,611.79825564189662,726.4625244140625
N/A,N/A,612.22339365619166,726.7249755859375
N/A,N/A,612.64852151405023,733.04998779296875
N/A,N/A,613.07363920982357,735.9124755859375
N/A,N/A,613.4987467378628,740.0625
N/A,N/A,613.923844092521,745.0625
N/A,N/A,614.34893126815052,751
N/A,N/A,614.77400825910433,755.73748779296875
N/A,N/A,615.19907505973617,760.6500244140625
N/A,N/A,615.6241316643999,765.4625244140625
N/A,N/A,616.04917806745038,770.98748779296875
N/A,N/A,616.47421426324252,775.20001220703125
N/A,N/A,616.89924024613151,784.1500244140625
N/A,N/A,617.32425601047271,788.95001220703125
N/A,N/A,617.749261550623,794.375
N/A,N/A,618.17425686093941,802.26251220703125
N/A,N/A,618.59924193577854,808.7249755859375
N/A,N/A,619.02421676949859,816.92498779296875
N/A,N/A,619.449181356457,826.375
N/A,N/A,619.87413569101284,833.5
N/A,N/A,620.29907976752531,841.0250244140625
N/A,N/A,620.72401358035347,851.63751220703125
N/A,N/A,621.14893712385731,860.61248779296875
N/A,N/A,621.57385039239773,871.20001220703125
N/A,N/A,621.99875338033507,882.4625244140625
N/A,N/A,622.42364608203093,896.92498779296875
N/A,N/A,622.84852849184722,907.2125244140625
N/A,N/A,623.27340060414588,920.25
N/A,N/A,623.69826241329,929.7125244140625
N/A,N/A,624.123113913642,944.4000244140625
N/A,N/A,624.54795509956625,958.5875244140625
N/A,N/A,624.97278596542674,971.2874755859375
N/A,N/A,625.39760650558776,987.88751220703125
N/A,N/A,625.82241671441477,1003.6375122070313
N/A,N/A,626.24721658627277,1016.5250244140625
N/A,N/A,626.67200611552846,1035.9375
N/A,N/A,627.09678529654707,1051.9124755859375
N/A,N/A,627.52155412369632,1070.6500244140625
N/A,N/A,627.94631259134314,1089.324951171875
N/A,N/A,628.37106069385607,1109.425048828125
N/A,N/A,628.79579842560247,1129
N/A,N/A,629.22052578095133,1152.449951171875
N/A,N/A,629.64524275427209,1173.324951171875
N/A,N/A,630.06994933993462,1196.4375
N/A,N/A,630.49464553230871,1218.762451171875
N/A,N/A,630.91933132576446,1245.25
N/A,N/A,631.3440067146737,1266.800048828125
N/A,N/A,631.7686716934079,1291.699951171875
N/A,N/A,632.19332625633876,1320.5999755859375
N/A,N/A,632.61797039783892,1347.3125
N/A,N/A,633.04260411228131,1374.3125
N/A,N/A,633.46722739403936,1407.4375
N/A,N/A,633.89184023748646,1434.7249755859375
N/A,N/A,634.31644263699741,1469.7249755859375
N/A,N/A,634.74103458694753,1508.0250244140625
N/A,N/A,635.16561608171094,1534.3375244140625
N/A,N/A,635.59018711566478,1573.1500244140625
N/A,N/A,636.01474768318383,1605.824951171875
N/A,N/A,636.43929777864594,1644.1624755859375
N/A,N/A,636.86383739642793,1677.9124755859375
N/A,N/A,637.28836653090707,1715.199951171875
N/A,N/A,637.71288517646133,1749.3499755859375
N/A,N/A,638.13739332747036,1792.237548828125
N/A,N/A,638.56189097831236,1833.125
N/A,N/A,638.98637812336733,1868.487548828125
N/A,N/A,639.4108547570147,1911.199951171875
N/A,N/A,639.83532087363551,1951.362548828125
N/A,N/A,640.25977646761032,1990.0625
N/A,N/A,640.68422153332119,2031.612548828125
N/A,N/A,641.10865606514949,2074.6875
N/A,N/A,641.53308005747738,2115.175048828125
N/A,N/A,641.95749350468827,2151.699951171875
N/A,N/A,642.38189640116525,2192.262451171875
N/A,N/A,642.80628874129218,2230.262451171875
N/A,N/A,643.2306705194535,2274.47509765625
N/A,N/A,643.65504173003387,2313.83740234375
N/A,N/A,644.07940236741865,2348.425048828125
N/A,N/A,644.50375242599341,2393.66259765625
N/A,N/A,644.928091900144,2425.28759765625
N/A,N/A,645.352420784258,2470.6875
N/A,N/A,645.77673907272208,2501.28759765625
N/A,N/A,646.20104675992366,2535.97509765625
N/A,N/A,646.625343840251,2572
N/A,N/A,647.049630308093,2605.875
N/A,N/A,647.47390615783866,2635.78759765625
N/A,N/A,647.89817138387752,2674.175048828125
N/A,N/A,648.32242598059941,2705.14990234375
N/A,N/A,648.74666994239533,2730.60009765625
N/A,N/A,649.17090326365542,2754.5
N/A,N/A,649.59512593877264,2792.53759765625
N/A,N/A,650.0193379621378,2811.0625
N/A,N/A,650.44353932814352,2831.5
N/A,N/A,650.86773003118276,2857.02490234375
N/A,N/A,651.29191006564929,2881.9375
N/A,N/A,651.71607942593732,2902.987548828125
N/A,N/A,652.14023810644051,2930.512451171875
N/A,N/A,652.564386101554,2941.60009765625
N/A,N/A,652.98852340567316,2961.78759765625
N/A,N/A,653.41265001319391,2975.012451171875
N/A,N/A,653.83676591851292,2991.262451171875
N/A,N/A,654.26087111602658,3007.58740234375
N/A,N/A,654.68496560013261,3029.1875
N/A,N/A,655.1090493652282,3036.125
N/A,N/A,655.53312240571267,3042.387451171875
N/A,N/A,655.957184715984,3048.39990234375
N/A,N/A,656.38123629044128,3061.41259765625
N/A,N/A,656.80527712348521,3067.887451171875
N/A,N/A,657.22930720951513,3075.487548828125
N/A,N/A,657.65332654293229,3077.03759765625
N/A,N/A,658.07733511813831,3089.22509765625
N/A,N/A,658.50133292953387,3087.300048828125
N/A,N/A,658.92531997152207,3094.35009765625
N/A,N/A,659.34929623850508,3092.949951171875
N/A,N/A,659.77326172488677,3095.237548828125
N/A,N/A,660.19721642507022,3087.91259765625
N/A,N/A,660.62116033346,3092.949951171875
N/A,N/A,661.04509344446046,3092.66259765625
N/A,N/A,661.46901575247716,3091.875
N/A,N/A,661.89292725191547,3076.237548828125
N/A,N/A,662.31682793718164,3077.58740234375
N/A,N/A,662.7407178026823,3072.574951171875
N/A,N/A,663.164596842825,3065.237548828125
N/A,N/A,663.58846505201666,3057.112548828125
N/A,N/A,664.012322424666,3052.625
N/A,N/A,664.43616895518187,3038.46240234375
N/A,N/A,664.86000463797268,3031.14990234375
N/A,N/A,665.28382946744864,3016.300048828125
N/A,N/A,665.70764343801943,3006.887451171875
N/A,N/A,666.13144654409632,2994.612548828125
N/A,N/A,666.55523878009,2984.699951171875
N/A,N/A,666.97902014041176,2961.362548828125
N/A,N/A,667.40279061947467,2950.699951171875
N/A,N/A,667.82655021169023,2926.75
N/A,N/A,668.25029891147256,2915.39990234375
N/A,N/A,668.6740367132345,2891.60009765625
N/A,N/A,669.0977636113912,2873.60009765625
N/A,N/A,669.52147960035609,2855.58740234375
N/A,N/A,669.9451846745452,2833.1875
