ROI,Frame,Wavelength,Row,Column,Intensity
1,1,576.90291524601628,0,379,634.63751220703125
1,1,577.32886682338744,0,380,635.5250244140625
1,1,577.75480870901526,0,381,634.4749755859375
1,1,578.18074089721392,0,382,633.7750244140625
1,1,578.60666338230067,0,383,635.70001220703125
1,1,579.03257615859127,0,384,635.32501220703125
1,1,579.45847922040275,0,385,634.23748779296875
1,1,579.88437256205248,0,386,634.54998779296875
1,1,580.3102561778577,0,387,634.8375244140625
1,1,580.73613006213645,0,388,635.6500244140625
1,1,581.16199420920793,0,389,635.0875244140625
1,1,581.58784861339109,0,390,636.75
1,1,582.01369326900453,0,391,636.51251220703125
1,1,582.43952817036836,0,392,635.0374755859375
1,1,582.86535331180335,0,393,636
1,1,583.29116868762969,0,394,635.9000244140625
1,1,583.71697429216817,0,395,635.9000244140625
1,1,584.142770119741,0,396,636.0625
1,1,584.5685561646693,0,397,635.8499755859375
1,1,584.99433242127589,0,398,635.0875244140625
1,1,585.420098883884,0,399,635.8125
1,1,585.84585554681564,0,400,635.0999755859375
1,1,586.27160240439571,0,401,635.1500244140625
1,1,586.69733945094742,0,402,635.6500244140625
1,1,587.12306668079509,0,403,636.0625
1,1,587.54878408826471,0,404,634.57501220703125
1,1,587.9744916676807,0,405,636.5999755859375
1,1,588.40018941336871,0,406,636.3375244140625
1,1,588.82587731965612,0,407,637.04998779296875
1,1,589.25155538086824,0,408,637.73748779296875
1,1,589.67722359133313,0,409,636.0374755859375
1,1,590.10288194537725,0,410,638.29998779296875
1,1,590.52853043732944,0,411,638.125
1,1,590.954169061518,0,412,639.125
1,1,591.37979781227114,0,413,638.4625244140625
1,1,591.80541668391822,0,414,639.75
1,1,592.231025670789,0,415,640.0374755859375
1,1,592.65662476721388,0,416,640.92498779296875
1,1,593.082213967523,0,417,640.6624755859375
1,1,593.50779326604788,0,418,640.23748779296875
1,1,593.933362657119,0,419,640.4124755859375
1,1,594.35892213506838,0,420,642.1624755859375
1,1,594.784471694229,0,421,641.8375244140625
1,1,595.21001132893309,0,422,643.17498779296875
1,1,595.63554103351385,0,423,644.29998779296875
1,1,596.06106080230427,0,424,645.0250244140625
1,1,596.48657062963923,0,425,645.2750244140625
1,1,596.912070509853,0,426,644.7750244140625
1,1,597.33756043728033,0,427,644.61248779296875
1,1,597.76304040625621,0,428,644.26251220703125
1,1,598.18851041111623,0,429,645.5625
1,1,598.61397044619753,0,430,647.95001220703125
1,1,599.03942050583623,0,431,647.0875244140625
1,1,599.46486058436892,0,432,647.6500244140625
