"x","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0001.tif_1_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0002.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0003.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0004.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0005.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0006.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0007.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0008.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0009.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0010.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0011.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0012.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0013.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0014.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0015.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0016.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0017.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0018.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0019.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0020.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0021.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0022.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0023.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0024.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0025.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0026.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0027.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0028.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0029.tif_Azm=_0.00","y_obs_D1_MAPbIBr2__XrayDeg_20s_01221113_0030.tif_Azm=_0.00"
28.3,30.093,29.663,29.943,29.822,29.509,29.215,29.15,28.728,28.937,28.672,28.64,28.527,28.592,28.318,28.338,28.316,28.488,27.713,27.809,27.806,27.708,27.781,27.625,27.418,27.53,27.944,27.725,27.653,27.352,27.106
28.32,29.939,29.612,29.756,29.767,29.447,29.115,29.001,28.641,28.768,28.813,28.566,28.305,28.364,28.247,28.237,28.439,28.277,27.668,27.755,27.772,27.663,27.681,27.619,27.376,27.622,27.912,27.774,27.635,27.391,27.038
28.34,29.817,29.588,29.748,29.745,29.316,28.943,28.936,28.566,28.762,28.749,28.504,28.294,28.404,28.216,28.241,28.469,28.118,27.677,27.71,27.695,27.403,27.658,27.525,27.392,27.493,27.741,27.672,27.504,27.333,26.978
28.36,30.031,29.688,29.877,29.656,29.397,28.941,28.851,28.567,28.549,28.582,28.56,28.466,28.583,28.267,28.204,28.513,28.132,27.697,27.705,27.637,27.481,27.658,27.556,27.416,27.503,27.731,27.572,27.518,27.421,27.136
28.38,29.828,29.532,29.936,29.596,29.44,28.991,28.8,28.534,28.606,28.573,28.32,28.369,28.38,28.15,28.134,28.441,28.246,27.709,27.735,27.593,27.323,27.588,27.508,27.405,27.549,27.692,27.648,27.424,27.326,27.034
28.4,29.67,29.479,29.844,29.588,29.276,29.007,28.742,28.519,28.517,28.528,28.334,28.207,28.43,28.234,28.126,28.315,28.292,27.589,27.634,27.479,27.351,27.661,27.365,27.246,27.371,27.522,27.593,27.412,27.271,27.047
28.42,29.842,29.55,29.709,29.603,29.608,28.973,28.879,28.645,28.674,28.658,28.464,28.381,28.506,28.237,28.233,28.438,28.063,27.767,27.557,27.564,27.378,27.725,27.486,27.347,27.46,27.7,27.574,27.558,27.407,26.98
28.44,29.895,29.378,29.731,29.553,29.49,28.991,28.98,28.824,28.724,28.575,28.451,28.357,28.476,28.128,28.118,28.385,28.166,27.649,27.655,27.542,27.403,27.755,27.433,27.371,27.446,27.733,27.617,27.613,27.376,26.966
28.46,30.01,29.424,29.871,29.738,29.418,29.162,28.857,28.646,28.79,28.559,28.372,28.382,28.464,28.282,28.181,28.427,28.216,27.591,27.889,27.641,27.362,27.652,27.575,27.399,27.51,27.808,27.704,27.465,27.308,26.919
28.48,29.968,29.268,29.885,29.667,29.478,29.19,28.837,28.871,28.757,28.612,28.509,28.346,28.411,28.391,28.127,28.43,28.169,27.687,27.793,27.675,27.445,27.786,28.92,27.404,27.474,27.8,27.701,27.611,27.447,27.041
28.5,29.859,29.46,29.901,29.702,29.339,28.919,28.894,28.773,28.815,28.593,28.518,28.374,28.339,28.201,28.029,28.401,28.163,27.663,27.567,27.727,27.405,27.714,27.9,27.374,27.432,27.841,27.538,27.408,27.344,27.024
28.52,29.903,29.408,29.838,29.542,29.239,28.902,28.848,28.532,28.564,28.452,28.306,28.288,28.249,28.114,28.043,28.318,28.126,27.738,27.504,27.695,27.395,27.698,27.273,27.344,27.484,27.751,27.564,27.452,27.341,26.845
28.54,29.84,29.436,29.869,29.711,29.288,28.891,28.897,28.647,28.68,28.444,28.414,28.411,28.461,28.178,28.152,28.427,28.222,27.58,27.612,27.778,27.418,27.762,27.426,27.408,27.495,27.706,27.625,27.406,27.373,26.966
28.56,29.868,29.536,29.951,29.588,29.349,29.09,28.926,28.57,28.757,28.534,28.309,28.465,28.59,28.336,28.168,28.499,28.176,27.598,27.544,27.798,27.557,27.768,27.585,27.424,27.631,27.722,27.669,27.568,27.43,27.082
28.58,29.896,29.38,29.777,29.64,29.498,29.088,28.913,28.629,28.708,28.602,28.401,28.468,28.552,28.172,28.106,28.428,28.146,27.671,27.513,27.678,27.637,27.76,27.571,27.355,27.946,27.809,27.733,27.554,27.533,27.113
28.6,29.722,29.538,29.727,29.757,29.597,29.106,29.001,28.561,28.762,28.673,28.318,28.318,28.361,28.213,28.153,28.4,28.179,27.702,27.549,27.605,27.538,27.64,27.398,27.34,27.501,27.718,27.782,27.62,27.315,27.048
28.62,29.968,29.479,29.896,29.671,29.614,29.019,28.963,28.769,28.841,28.555,28.5,28.284,28.476,28.395,28.193,28.345,28.103,27.753,27.669,27.786,27.341,27.54,27.437,27.394,27.548,27.701,27.589,27.608,27.282,26.995
28.64,29.864,29.455,29.864,29.73,29.6,29.153,28.926,28.687,28.658,28.678,28.41,28.491,28.449,28.316,28.277,28.459,28.078,27.803,27.585,27.735,27.54,27.868,27.365,27.474,27.581,27.72,27.736,27.646,27.303,27.043
28.66,29.893,29.585,29.938,29.79,29.531,28.944,28.965,28.801,28.903,28.736,28.546,28.509,28.5,28.159,28.159,28.355,28.157,27.788,27.729,27.678,27.639,27.848,27.446,27.444,27.481,27.901,27.701,27.69,27.327,27.034
28.68,29.941,29.529,30.002,29.675,29.425,29.055,28.95,28.763,28.714,28.622,28.306,28.382,28.372,28.368,28.163,28.365,28.449,27.853,27.675,27.684,27.448,27.824,27.528,27.4,27.564,27.804,27.676,27.571,27.322,27.079
28.7,30.017,29.6,29.871,29.742,29.594,29.131,29.088,28.83,28.711,28.66,28.455,28.527,28.338,28.352,28.207,28.579,28.369,27.734,27.611,27.789,27.342,27.717,27.637,27.514,27.666,27.929,27.65,27.7,27.37,27.136
28.72,29.86,29.424,29.786,29.608,29.419,29.062,28.911,28.614,28.741,28.503,28.455,28.346,28.394,28.264,28.048,28.395,28.269,27.6,27.692,27.705,27.358,27.606,27.394,27.439,27.61,27.849,27.589,27.632,27.387,27.072
28.74,29.817,29.33,29.701,29.741,29.345,28.941,28.997,28.715,28.705,28.522,28.267,28.357,28.371,28.255,28.047,28.429,28.108,27.59,27.661,27.646,27.417,27.609,27.378,27.463,27.351,27.704,27.524,27.595,27.524,27.044
28.76,29.899,29.461,29.859,29.695,29.492,29.235,28.976,28.489,28.799,28.575,28.557,28.534,28.463,28.275,28.168,28.432,28.259,27.74,27.654,27.709,27.498,27.685,27.461,27.47,27.583,27.845,27.639,27.664,27.484,26.999
28.78,29.975,29.6,29.978,29.762,29.568,29.126,29.128,28.738,28.731,28.675,28.58,28.497,28.556,28.473,28.155,28.527,28.203,27.832,27.85,27.737,27.559,27.809,27.627,27.595,27.87,27.952,27.697,27.697,27.53,27.193
28.8,29.752,29.426,29.881,29.642,29.364,29.113,29.028,28.793,28.818,28.67,28.484,28.258,28.473,28.323,28.106,28.263,28.105,27.651,27.721,27.581,27.488,27.637,27.568,27.378,27.668,27.814,27.577,27.512,27.45,27.077
28.82,30.109,29.542,30.547,29.751,29.546,29.052,28.932,28.848,28.72,28.599,28.515,28.471,28.68,28.324,28.247,28.496,28.398,27.739,27.764,27.857,27.603,27.845,27.578,27.564,27.693,27.92,27.735,27.826,27.311,27.1
28.84,30.08,29.679,30.206,29.709,29.585,28.97,29.168,28.727,28.872,28.693,28.712,28.464,28.617,28.349,28.316,28.421,28.389,27.696,27.829,27.831,27.495,27.795,27.588,27.61,27.575,27.888,27.671,28.117,27.398,27.282
28.86,29.862,29.528,29.773,29.844,29.425,28.881,28.967,28.763,28.826,28.688,28.632,28.406,28.426,28.324,28.285,28.454,28.217,27.78,27.766,27.726,27.438,27.665,27.539,27.541,27.521,27.791,27.583,27.865,27.398,27.172
28.88,29.893,29.513,29.713,29.745,29.271,28.967,28.893,28.653,28.799,28.683,28.458,28.388,28.311,28.346,28.218,28.491,28.136,27.65,27.79,27.786,27.556,27.603,27.412,27.479,27.649,27.736,27.424,27.729,27.33,27.058
28.9,29.826,29.548,29.9,29.74,29.367,29.251,28.967,28.777,28.942,28.661,28.592,28.54,28.516,28.264,28.278,28.489,28.213,27.723,27.627,27.837,27.801,27.917,27.431,27.522,27.596,27.827,27.599,27.68,27.413,27.075
28.92,29.951,29.595,29.948,29.676,29.442,29.142,28.993,28.771,28.89,28.545,28.631,28.574,28.507,28.407,28.308,28.498,28.172,27.617,27.681,27.762,27.448,27.796,27.363,27.566,27.524,27.807,27.647,27.472,27.37,27.151
28.94,30.029,29.588,29.928,29.734,29.677,29.3,28.961,28.802,28.907,28.645,28.508,28.327,28.591,28.391,28.346,28.539,28.291,27.655,27.871,27.764,27.509,27.79,27.425,27.537,27.619,27.863,27.688,27.604,27.562,27.236
28.96,30.084,29.698,30.014,29.79,29.665,29.28,29.153,28.763,29.023,28.802,28.645,28.525,28.485,28.386,28.407,28.552,28.474,27.764,27.944,27.871,27.589,28.014,27.646,27.493,27.793,27.954,27.807,27.792,27.372,27.192
28.98,30.064,29.627,30.005,29.752,29.634,29.144,29.105,28.789,28.847,28.739,28.657,28.61,28.532,28.475,28.472,28.582,28.31,27.716,27.739,27.888,27.654,28.426,27.685,27.591,27.865,27.954,27.72,27.717,27.446,27.216
29.0,29.923,29.655,29.895,29.68,29.484,29.023,29.132,28.817,28.904,28.697,28.779,28.745,28.561,28.361,28.451,28.53,28.209,27.671,27.83,27.814,27.709,28.039,27.552,27.712,27.827,27.921,27.743,27.734,27.37,27.073
29.02,30.092,29.599,29.998,29.727,29.463,29.261,29.154,28.852,28.875,28.804,28.729,28.534,28.642,28.369,28.328,28.433,28.264,27.838,27.926,27.876,27.583,28.19,27.571,27.554,27.791,27.972,27.909,27.546,27.494,27.087
29.04,29.999,29.571,29.876,29.723,29.544,29.032,29.16,28.746,28.897,28.831,28.561,28.387,28.539,28.447,28.358,28.441,28.274,27.751,27.882,27.733,27.513,28.208,27.43,27.457,27.603,27.925,27.701,27.603,27.618,27.133
29.06,29.958,29.537,29.914,29.866,29.614,29.128,28.947,28.77,28.937,28.719,28.603,28.496,28.66,28.508,28.371,28.631,28.358,27.852,27.785,27.787,27.656,27.836,27.685,27.591,27.649,27.944,27.594,27.699,27.41,27.177
29.08,29.984,29.564,29.971,29.773,29.593,29.411,29.114,28.845,28.909,28.615,28.482,28.378,28.463,28.359,28.202,28.645,28.315,27.726,28.007,27.741,27.6,27.874,27.627,27.508,27.732,27.868,27.62,27.703,27.37,27.208
29.1,30.116,29.614,30.033,29.717,29.596,29.206,29.196,28.933,28.907,28.793,28.619,28.47,28.563,28.514,28.46,28.537,28.306,27.886,27.985,27.936,27.627,27.949,27.539,27.716,27.823,28.046,27.805,27.805,27.598,27.291
29.12,30.142,29.796,29.994,29.602,29.515,29.123,29.027,28.754,29.012,28.618,28.673,28.496,28.596,28.562,28.394,28.497,28.411,27.75,27.929,27.912,27.58,27.955,27.669,27.718,27.596,27.95,27.843,27.904,27.541,27.217
29.14,30.103,29.697,30.118,29.732,29.675,29.282,29.227,28.836,28.886,28.81,28.717,28.53,28.719,28.483,28.453,28.729,28.387,27.812,27.932,28.013,27.789,27.961,27.84,27.726,27.834,28.209,27.961,27.745,27.558,27.269
29.16,30.06,29.758,30.131,29.82,29.68,29.236,29.146,28.983,29.053,28.833,28.816,28.504,28.562,28.631,28.388,28.605,28.345,27.874,27.896,27.965,27.697,27.936,27.639,27.607,27.763,28.067,27.843,27.73,27.549,27.244
29.18,30.121,29.934,29.937,29.877,29.661,29.434,29.113,28.897,29.056,28.869,28.781,28.6,28.658,28.411,28.388,28.482,28.35,27.978,28.102,28.004,27.729,27.996,27.684,27.652,27.796,27.985,27.814,27.842,27.564,27.274
29.2,30.034,29.703,29.872,29.927,29.794,29.16,29.103,28.919,29.032,28.752,28.682,28.61,28.575,28.431,28.4,28.6,28.368,27.924,27.944,27.901,27.69,27.935,27.664,27.699,27.809,27.946,27.772,27.775,27.556,27.36
29.22,29.922,29.662,29.777,29.695,29.589,29.018,29.136,28.763,28.964,28.648,28.628,28.584,28.413,28.422,28.245,28.394,28.258,28.043,27.708,27.851,27.587,27.862,27.661,27.488,27.746,28.001,27.629,27.811,27.524,27.22
29.24,30.089,29.699,29.985,29.679,29.769,29.132,29.214,28.89,29.018,28.677,28.585,28.599,28.683,28.432,28.36,28.485,28.463,27.931,27.863,27.834,27.719,27.961,27.62,27.474,27.687,28.059,27.749,27.858,27.451,27.384
29.26,30.173,29.863,30.176,29.865,29.748,29.229,29.229,28.963,29.123,28.842,28.702,28.639,28.809,28.644,28.501,28.6,28.493,27.86,27.857,28.168,27.721,28.024,27.782,27.6,27.899,28.106,27.922,27.798,27.667,28.183
29.28,30.106,29.797,30.033,29.839,29.686,29.302,29.211,28.899,28.961,28.8,28.736,28.616,28.769,28.543,28.436,28.655,28.385,27.814,28.006,28.073,27.722,28.08,27.939,27.691,27.949,27.929,27.665,27.805,27.632,27.378
29.3,30.095,29.777,29.975,29.996,29.685,29.238,29.285,28.849,28.9,28.803,28.857,28.563,28.867,28.538,28.348,28.523,28.45,27.859,27.957,27.924,27.708,27.921,27.809,27.677,27.774,27.949,27.776,27.737,27.552,27.339
29.32,30.08,29.756,30.165,29.959,29.831,29.267,29.188,28.875,29.008,28.864,28.783,28.603,28.787,28.505,28.356,28.471,28.488,27.901,27.813,28.037,27.729,27.977,27.646,27.59,27.781,27.958,27.851,27.741,27.579,27.377
29.34,30.142,29.801,30.13,30.075,29.708,29.343,29.104,28.891,29.059,28.817,28.881,28.67,28.754,28.616,28.359,28.93,28.498,27.879,28.02,28.063,27.814,28.072,27.723,27.68,27.826,28.172,28.027,27.721,27.716,27.418
29.36,30.08,29.66,30.161,29.936,29.802,29.21,29.278,29.024,29.025,29.031,28.837,28.54,28.639,28.649,28.574,28.833,28.513,28.068,28.028,28.024,27.699,27.951,27.717,27.745,27.727,28.103,28.02,27.892,27.656,27.368
29.38,30.184,29.821,30.11,30.02,29.765,29.319,29.156,29.036,29.032,28.806,28.827,28.515,28.716,28.494,28.5,28.732,28.486,28.025,27.931,27.916,27.765,27.97,27.718,27.743,27.835,27.885,28.022,27.78,27.587,27.425
29.4,30.276,29.96,30.13,30.031,29.811,29.402,29.158,29.083,29.205,28.993,28.994,28.703,28.748,28.622,28.581,28.705,28.56,28.062,27.953,28.082,27.882,28.217,27.959,27.818,28.043,28.092,28.057,27.772,27.855,27.569
29.42,30.332,29.745,30.105,29.927,29.766,29.349,29.183,29.017,29.137,28.952,28.828,28.703,28.725,28.516,28.633,28.623,28.424,28.079,27.878,28.008,27.907,28.126,27.882,27.747,27.858,28.238,28.025,27.876,27.636,27.436
29.44,30.184,29.827,30.196,29.824,29.657,29.282,29.2,29.007,28.947,28.926,28.784,28.714,28.731,28.612,28.562,28.659,28.59,28.072,27.999,27.978,27.921,28.077,27.769,27.923,27.961,28.131,28.19,27.74,27.657,27.48
29.46,30.202,29.812,30.194,29.987,29.629,29.443,29.195,29.0,29.124,28.9,28.803,28.849,28.829,28.542,28.603,28.75,28.627,28.13,28.178,28.076,27.822,28.076,27.738,27.709,28.068,28.103,28.215,27.811,27.849,27.468
29.48,29.979,29.859,30.068,29.975,29.764,29.326,29.218,28.985,29.143,29.026,28.747,28.737,28.844,28.6,28.693,28.71,28.636,28.035,28.12,27.894,27.928,27.995,27.595,27.754,27.96,28.05,28.164,27.934,27.601,27.39
29.5,30.183,29.804,30.164,29.991,29.843,29.385,29.449,29.195,29.158,29.066,28.907,28.844,28.693,28.604,28.733,28.969,28.723,28.072,27.966,28.145,27.97,28.082,27.799,27.826,27.916,28.178,28.008,28.035,27.748,27.469
29.52,30.156,29.766,30.081,30.003,29.857,29.33,29.278,29.158,29.062,29.073,28.843,28.766,28.627,28.638,28.585,28.873,28.724,28.049,28.033,28.111,27.872,27.981,27.836,27.928,27.954,28.154,28.039,27.928,27.795,27.587
29.54,30.365,29.907,30.402,30.104,29.952,29.486,29.341,29.128,29.139,29.115,28.891,28.838,28.862,28.865,28.712,28.824,28.797,28.14,28.085,28.173,27.96,28.137,28.045,27.856,28.09,28.18,28.105,28.022,27.889,27.591
29.56,30.458,29.997,30.564,30.328,29.894,29.628,29.409,29.21,29.324,29.115,29.13,29.125,28.929,28.825,28.728,28.907,28.795,28.283,28.34,28.315,28.08,28.368,28.313,28.05,28.15,28.303,28.21,28.146,28.028,27.819
29.58,30.645,30.243,30.671,30.437,30.093,29.796,29.499,29.429,29.547,29.248,29.414,29.232,29.243,28.932,28.956,29.087,28.978,28.427,28.297,28.492,28.271,28.452,28.298,28.233,28.309,28.548,28.62,28.178,28.099,27.66
29.6,30.909,30.646,31.326,30.873,30.556,30.17,30.007,29.757,29.929,29.794,29.487,29.581,29.617,29.303,29.309,29.488,29.361,28.79,28.63,28.716,28.595,28.672,28.67,28.517,28.768,28.79,28.793,28.633,28.404,28.083
29.62,31.971,31.17,31.711,31.345,31.113,30.737,30.724,30.295,30.533,30.398,30.043,30.102,30.143,29.87,29.821,29.992,29.95,29.317,29.261,29.298,29.029,29.24,29.194,28.917,29.2,29.26,29.199,28.948,28.78,28.596
29.64,32.243,32.144,32.397,32.16,32.039,31.394,31.362,31.109,31.241,30.882,30.797,30.95,30.949,30.621,30.588,30.762,30.712,29.986,30.01,29.969,29.752,30.019,29.839,29.506,29.896,30.092,29.898,29.734,29.525,29.358
29.66,33.136,32.791,33.143,32.974,32.735,32.252,32.014,31.72,32.06,31.612,31.477,31.374,31.469,31.466,31.349,31.451,31.214,30.629,30.646,30.577,30.561,30.681,30.49,30.28,30.505,30.713,30.589,30.482,30.2,30.06
29.68,33.663,33.119,33.493,33.353,33.251,32.604,32.373,31.873,32.304,32.043,31.885,31.877,31.627,31.773,31.612,31.842,31.617,31.115,30.84,30.97,30.666,30.998,30.903,30.776,30.835,30.922,30.864,30.608,30.429,30.331
29.7,33.331,32.975,33.292,32.966,32.803,32.171,32.152,31.635,31.805,31.696,31.476,31.364,31.395,31.304,31.203,31.743,31.144,30.417,30.52,30.713,30.274,30.494,30.34,30.316,30.258,30.445,30.471,30.142,29.993,29.622
29.72,32.564,32.135,32.552,32.341,32.273,31.463,31.347,31.055,31.117,30.928,30.669,30.754,30.779,30.729,30.59,31.134,30.503,29.782,29.843,29.962,29.645,29.954,29.625,29.662,29.555,29.923,29.831,29.795,29.505,29.092
29.74,31.593,31.032,31.625,31.324,31.349,30.58,30.502,30.13,30.517,29.957,29.918,30.037,29.873,29.878,29.71,29.986,29.678,29.097,29.072,29.079,28.868,29.05,28.948,28.781,28.977,29.262,28.979,29.12,28.728,28.432
29.76,30.921,30.447,30.788,30.743,30.538,30.009,30.165,29.465,29.811,29.458,29.484,29.487,29.266,29.087,29.024,29.313,29.167,28.607,28.412,28.604,28.275,28.651,28.32,28.187,28.428,28.629,28.642,28.495,28.197,27.877
29.78,30.692,30.277,30.538,30.591,30.272,29.743,29.809,29.311,29.694,29.455,29.236,29.178,29.218,28.962,28.926,29.201,28.9,28.463,28.544,28.368,28.227,28.449,28.313,27.905,28.27,28.53,28.34,28.275,28.02,27.762
29.8,30.462,30.159,30.447,30.338,30.034,29.721,29.6,29.252,29.417,29.432,29.11,29.008,28.999,28.937,28.815,29.03,28.831,28.234,28.244,28.311,28.123,28.329,28.259,28.025,28.101,28.467,28.383,28.224,27.947,27.714
29.82,30.378,30.145,30.274,30.133,29.885,29.563,29.476,29.208,29.242,29.141,29.067,28.805,29.011,28.773,28.702,28.969,28.918,28.279,28.377,28.179,27.95,28.332,27.993,27.983,28.083,28.421,28.386,28.078,27.868,27.693
29.84,30.629,30.101,30.295,30.24,30.139,29.576,29.53,29.182,29.279,29.153,29.018,28.862,29.135,28.792,28.886,29.171,28.833,28.322,28.422,28.322,28.084,28.376,28.141,27.973,28.083,28.281,28.323,28.201,27.873,27.665
29.86,30.448,29.998,30.297,29.997,30.074,29.524,29.6,29.196,29.306,29.204,29.069,29.034,28.958,28.914,28.902,29.072,28.792,28.28,28.292,28.281,28.01,28.194,28.156,28.097,28.226,28.433,28.239,28.14,27.986,27.649
29.88,30.444,29.936,30.369,30.083,29.856,29.454,29.573,29.185,29.27,29.118,29.1,28.907,29.032,28.753,28.595,29.07,28.898,28.212,28.016,28.289,28.053,28.234,28.03,28.016,28.069,28.332,28.323,28.097,27.926,27.533
29.9,30.409,29.887,30.442,30.266,30.009,29.645,29.474,29.214,29.197,28.985,29.049,28.917,28.992,28.802,28.551,28.984,28.656,28.153,28.12,28.272,27.886,28.375,27.976,27.987,28.08,28.171,28.073,28.22,27.887,27.571
29.92,30.493,30.097,30.34,30.206,30.073,29.472,29.465,29.262,29.282,29.082,28.987,28.814,28.815,28.861,28.765,28.86,28.852,28.158,28.158,28.358,27.933,28.287,28.008,28.064,28.123,28.261,28.182,28.179,27.768,27.618
29.94,30.302,30.236,30.294,30.122,29.953,29.284,29.297,29.11,29.268,29.088,28.875,28.778,29.063,28.58,28.942,28.803,28.627,28.198,28.196,28.271,27.931,28.19,28.197,27.94,28.112,28.276,28.082,28.091,27.772,27.65
29.96,30.291,30.205,30.336,30.017,29.945,29.234,29.405,29.116,29.379,29.065,28.94,28.889,28.933,28.681,28.814,28.909,28.682,28.13,28.128,28.148,27.944,28.151,27.982,27.859,28.082,28.316,28.116,28.15,27.778,28.048
29.98,30.528,30.218,30.424,30.214,30.033,29.64,29.358,29.063,29.367,29.168,29.008,29.05,28.885,28.849,28.75,28.859,28.661,28.273,28.158,28.313,28.113,28.344,27.957,27.959,28.091,28.554,28.355,28.11,27.786,27.721
30.0,30.535,30.419,30.509,30.235,30.066,29.733,29.567,29.23,29.431,29.259,29.063,29.125,29.075,28.89,28.789,29.006,28.869,28.397,28.378,28.401,28.205,28.359,28.039,28.045,28.235,28.419,28.33,28.244,27.972,27.693
30.02,30.395,30.116,30.316,30.306,29.878,29.559,29.416,29.266,29.351,29.101,28.94,28.927,28.994,28.766,28.674,28.872,28.688,28.238,28.104,28.228,28.006,28.165,27.988,27.882,28.075,28.505,28.299,28.115,27.719,27.702
30.04,30.363,30.145,30.295,30.246,29.968,29.58,29.525,29.382,29.228,29.172,29.232,29.197,29.052,28.815,28.897,28.883,28.762,28.262,28.266,28.358,28.038,28.183,28.157,28.062,28.24,28.467,28.452,28.176,27.989,27.825
30.06,30.46,30.281,30.372,30.142,30.255,29.495,29.609,29.356,29.355,29.154,29.2,29.125,29.098,28.798,28.861,29.175,28.871,28.348,28.19,28.3,28.174,28.324,28.055,28.156,28.194,28.389,28.423,28.214,27.906,27.875
30.08,30.554,30.408,30.283,30.189,30.134,29.601,29.6,29.26,29.534,29.146,29.067,28.901,29.057,28.954,28.803,29.049,28.948,28.333,28.296,28.228,28.191,28.406,28.128,28.018,28.023,28.374,28.398,28.092,28.129,27.685
30.1,30.49,30.129,30.368,30.0,30.164,29.614,29.413,29.301,29.454,29.216,29.116,28.853,28.934,29.085,28.697,29.102,28.757,28.166,28.215,28.324,28.115,28.334,28.075,28.153,28.096,28.349,28.159,28.054,28.057,27.709
30.12,30.476,30.298,30.483,30.113,29.999,29.602,29.654,29.248,29.272,29.141,29.117,28.901,29.029,28.872,28.788,28.981,28.746,28.23,28.328,28.428,28.066,28.316,28.18,28.013,28.21,28.463,28.198,28.153,28.034,27.728
30.14,30.296,30.152,30.346,30.177,29.874,29.592,29.503,29.184,29.307,29.254,29.144,29.014,28.973,28.971,28.739,28.943,28.638,28.271,28.336,28.369,28.062,28.225,27.953,28.171,28.178,28.418,28.177,28.091,27.964,27.671
30.16,30.435,30.171,30.582,30.343,30.076,29.548,29.502,29.253,29.23,29.489,29.117,28.958,29.127,28.89,28.882,29.14,28.877,28.317,28.32,28.282,28.059,28.405,28.175,28.271,28.247,28.385,28.185,28.166,28.172,27.707
30.18,30.318,30.233,30.604,30.208,30.153,29.711,29.709,29.316,29.487,29.184,29.122,28.897,29.13,29.008,28.821,29.063,28.677,28.343,28.221,28.433,28.134,28.279,28.196,28.169,28.071,28.406,28.382,28.252,27.991,27.873
30.2,30.558,30.234,30.511,30.324,30.01,29.816,29.672,29.296,29.462,29.168,29.036,28.99,29.041,28.952,28.831,29.086,28.679,28.212,28.256,28.372,28.102,28.414,28.2,28.199,28.325,28.353,28.241,28.265,27.91,27.834
30.22,30.478,30.166,30.556,30.196,30.078,29.706,29.516,29.129,29.485,29.143,29.042,28.907,29.237,28.787,28.864,29.015,28.667,28.228,28.265,28.291,28.185,28.413,28.215,28.124,28.155,28.404,28.223,28.222,27.915,27.723
30.24,30.632,30.109,30.561,30.308,30.001,29.706,29.667,29.184,29.443,29.255,29.296,28.893,29.284,28.874,28.791,29.081,28.782,28.4,28.264,28.45,28.29,28.322,28.185,28.037,28.176,28.473,28.271,28.168,27.996,27.694
30.26,30.485,30.224,30.526,30.307,30.089,29.681,29.547,29.312,29.472,29.342,29.212,28.863,29.172,28.923,28.743,28.886,28.957,28.375,28.183,28.427,28.144,28.391,28.049,28.139,28.229,28.46,28.432,28.275,27.981,27.786
30.28,30.428,30.211,30.659,30.482,30.13,29.709,29.528,29.399,29.579,29.406,29.146,29.071,29.165,28.851,28.822,29.063,28.937,28.4,28.304,28.408,28.036,28.587,28.205,28.095,28.311,28.391,28.526,28.2,27.964,27.829
30.3,30.612,30.374,30.549,30.357,30.274,29.772,29.747,29.287,29.448,29.443,29.159,29.106,29.149,28.861,28.974,29.139,28.908,28.511,28.453,28.367,28.22,28.427,28.208,28.094,28.311,28.335,28.403,28.362,28.033,27.832
